gauge_id,gauge_name,gauge_country,gauge_lat,gauge_lon
1249,MORMUGAO,INDIA,15.42,73.8
1250,PATRAI,GREECE,38.42,21.73
1252,MALAKAL-B,PALAU,7.33,134.47
1253,RIKITEA,FRENCH POLYNESIA,-23.12,-134.97
1255,STEVESTON,CANADA,49.12,-123.18
1263,OMAEZAKI_II,JAPAN,34.61,138.22
1264,OGA,JAPAN,39.94,139.71
1265,AKUNE,JAPAN,32.02,130.19
1266,HACHINOHE_II,JAPAN,40.53,141.53
1267,HONNINGSVAG,NORWAY,70.98,25.97
1268,BOOBY_ISLAND,AUSTRALIA,-10.6,141.91
1269,CHARLESTON_II,UNITED STATES,43.34,-124.32
1270,HALDIA,INDIA,22.03,88.1
1271,USHUAIA_II,ARGENTINA,-54.82,-68.22
1272,EASTER_ISLAND-E,CHILE,-27.15,-109.47
1274,CALLAO_2,PERU,-12.05,-77.15
1275,JURONG,SINGAPORE,1.3,103.72
1293,OITA_II,JAPAN,33.27,131.69
1294,LE_CONQUET,FRANCE,48.36,-4.78
1295,CAMBRIDGE_II,UNITED STATES,38.57,-76.07
1296,URAKAWA_II,JAPAN,42.17,142.77
1297,CABO_DE_SAN_ANTONIO,CUBA,21.9,-84.9
1299,NORTH_SYDNEY,CANADA,46.22,-60.25
1300,INCE_POINT,AUSTRALIA,-10.51,142.31
1301,CONCARNEAU,FRANCE,47.87,-3.91
1306,HAGI,JAPAN,34.43,131.42
1318,KARIYA,JAPAN,33.47,129.85
1320,KURE_I,JAPAN,33.33,133.24
1321,ARGENTIA,CANADA,47.3,-53.98
1322,SEPT-ILES,CANADA,50.2,-66.4
1323,CAMPBELL_RIVER,CANADA,50.02,-125.23
1324,POHANG,"KOREA, REPUBLIC OF",36.05,129.38
1325,PORT_TOWNSEND,UNITED STATES,48.11,-122.76
1328,CAPE_LAMBERT,AUSTRALIA,-20.59,117.19
1329,KANTON_ISLAND-B,KIRIBATI,-2.82,-171.72
1343,ITO_II,JAPAN,34.9,139.13
1344,OGI,JAPAN,37.81,138.28
1345,SOMA,JAPAN,37.83,140.96
1346,KAMAISI_II,JAPAN,39.27,141.89
1347,ROSCOFF,FRANCE,48.72,-3.97
1349,LOWER_ESCUMINAC,CANADA,47.08,-64.88
1350,NIKISKI,UNITED STATES,60.68,-151.4
1351,RAFFLES_LIGHT_HOUSE,SINGAPORE,1.17,103.75
1352,MONTEREY,UNITED STATES,36.6,-121.89
1353,VALDEZ,UNITED STATES,61.12,-146.36
1354,TOKE_POINT,UNITED STATES,46.71,-123.97
1355,CABO_SAN_LUCAS,MEXICO,22.88,-109.9
1356,KAOHSIUNG_II,"TAIWAN, PROVINCE OF CHINA",22.53,120.32
1364,OFUNATO_II,JAPAN,39.02,141.75
1365,SOKCHO,"KOREA, REPUBLIC OF",38.21,128.59
1366,TSIM_BEI_TSUI,HONG KONG,22.49,114.01
1367,WHYALLA_III,AUSTRALIA,-33.01,137.59
1368,GOODS_ISLAND,AUSTRALIA,-10.56,142.15
1369,GANGRA,INDIA,21.95,88.02
1370,POHNPEI-B,"MICRONESIA, FEDERATED STATES OF",6.98,158.23
1371,CHRISTMAS_ISLAND_II,KIRIBATI,1.98,-157.48
1372,FRENCH_FRIGATE_SHOALS,UNITED STATES,23.87,-166.28
1373,HONIARA_II,SOLOMON ISLANDS,-9.43,159.95
1386,KUCHINOTSU,JAPAN,32.61,130.2
1387,MAIZURU_II,JAPAN,35.48,135.39
1388,OKINAWA,JAPAN,26.18,127.82
1389,TOYAMA,JAPAN,36.76,137.22
1390,MUROTOMISAKI,JAPAN,33.27,134.16
1391,CHICHIJIMA,JAPAN,27.08,142.18
1393,CHARLOTTE_AMALIE,"VIRGIN ISLANDS, U.S.",18.34,-64.92
1394,POINT_REYES,UNITED STATES,37.99,-122.98
1395,OKHA,INDIA,22.47,69.08
1397,PAPEETE-B,FRENCH POLYNESIA,-17.53,-149.57
1399,BYKOV_MYS,RUSSIAN FEDERATION,72.0,129.12
1403,TANGGU,CHINA,39.0,117.72
1404,SHIJIUSUO,CHINA,35.38,119.55
1405,LIANYUNGANG,CHINA,34.75,119.45
1406,SHANWEI,CHINA,22.75,115.35
1408,BEIHAI,CHINA,21.48,109.08
1420,WALLAROO_II,AUSTRALIA,-33.93,137.62
1421,NY-ALESUND,SVALBARD AND JAN MAYEN,78.93,11.94
1422,NORTH_SOUND,CAYMAN ISLANDS,19.3,-81.32
1423,MANGALORE,INDIA,12.92,74.8
1426,SOUTH_SOUND,CAYMAN ISLANDS,19.27,-81.38
1428,HAIKOU,CHINA,20.02,110.28
1437,TAGO,JAPAN,34.81,138.76
1438,YAIZU,JAPAN,34.87,138.33
1440,KAMINATO_II,JAPAN,33.13,139.8
1441,KHALKIS_SOUTH,GREECE,38.46,23.59
1442,HANASAKI_II,JAPAN,43.28,145.57
1444,SPRINGMAID_PIER,UNITED STATES,33.66,-78.92
1445,GADEOKDO,"KOREA, REPUBLIC OF",35.02,128.81
1446,TONGYEONG,"KOREA, REPUBLIC OF",34.83,128.43
1447,LIME_TREE_BAY,"VIRGIN ISLANDS, U.S.",17.69,-64.75
1448,KOSEROW,GERMANY,54.06,14.0
1449,QUINHON,VIET NAM,13.77,109.25
1450,PENRHYN,COOK ISLANDS,-9.02,-158.07
1451,HIRON_POINT,BANGLADESH,21.78,89.47
1452,FUNAFUTI,TUVALU,-8.53,179.22
1454,KHEPUPARA,BANGLADESH,21.83,89.83
1455,ALMERIA,SPAIN,36.83,-2.48
1456,SINES,PORTUGAL,37.95,-8.88
1468,NICE,FRANCE,43.7,7.29
1469,PORT_VENDRES,FRANCE,42.52,3.11
1470,MONBETU_II,JAPAN,44.35,143.37
1471,PORT_DOUGLAS_2,AUSTRALIA,-16.48,145.47
1473,KAPINGAMARANGI,"MICRONESIA, FEDERATED STATES OF",1.1,154.78
1474,SAIPAN,NORTHERN MARIANA ISLANDS,15.23,145.75
1475,DANANG,VIET NAM,16.1,108.22
1476,COX'S_BAZAAR,BANGLADESH,21.45,91.83
1488,NAGOYA_II,JAPAN,35.09,136.88
1489,HEUKSANDO,"KOREA, REPUBLIC OF",34.68,125.44
1490,ULLEUNG,"KOREA, REPUBLIC OF",37.49,130.91
1491,TOBERMORY,UNITED KINGDOM,56.62,-6.06
1492,CAPE_FERGUSON,AUSTRALIA,-19.28,147.06
1493,MOOLOOLABA_2,AUSTRALIA,-26.68,153.13
1495,VUNGTAU,VIET NAM,10.33,107.07
1496,CHARCHANGA,BANGLADESH,22.22,91.05
1501,POINTE_DES_GALETS,RÉUNION,-20.93,55.29
1505,WHITBY,UNITED KINGDOM,54.49,-0.61
1506,PORT_STANVAC,AUSTRALIA,-35.11,138.47
1513,LAOHUTAN,CHINA,38.87,121.68
1522,NASE_III,JAPAN,28.5,129.5
1523,MAIZURU_III,JAPAN,35.45,135.32
1524,CUTLER_II,UNITED STATES,44.64,-67.3
1526,LEITH_II,UNITED KINGDOM,55.99,-3.18
1527,GUNSAN,"KOREA, REPUBLIC OF",35.98,126.56
1544,CHOSHI-GYOKO,JAPAN,35.74,140.86
1545,TOKYO_III,JAPAN,35.65,139.77
1546,GEOMUNDO,"KOREA, REPUBLIC OF",34.03,127.31
1547,PORTLAND,AUSTRALIA,-38.34,141.61
1548,NEWHAVEN,UNITED KINGDOM,50.78,0.06
1549,KING_BAY,AUSTRALIA,-20.62,116.75
1550,PORT_GILES,AUSTRALIA,-35.02,137.77
1551,ROOMPOT_BUITEN,"NETHERLANDS, KINGDOM OF THE",51.62,3.68
1567,KOCHI_III,JAPAN,33.5,133.57
1568,WANDO,"KOREA, REPUBLIC OF",34.32,126.76
1569,SHUTE_HARBOUR_2,AUSTRALIA,-20.28,148.78
1571,PUERTO_ARMUELLES_B,PANAMA,8.27,-82.87
1585,HAMADA_II,JAPAN,34.9,132.07
1586,IZUHARA_II,JAPAN,34.2,129.29
1587,TAPPI,JAPAN,41.24,140.38
1588,CHUJADO,"KOREA, REPUBLIC OF",33.96,126.3
1589,TANJUNG_GELANG,MALAYSIA,3.98,103.43
1590,TAURANGA,NEW ZEALAND,-37.64,176.18
1591,PELABUHAN_KELANG,MALAYSIA,3.05,101.36
1592,CENDERING,MALAYSIA,5.26,103.19
1593,TANJUNG_KELING,MALAYSIA,2.21,102.15
1594,LUMUT,MALAYSIA,4.24,100.61
1595,PULAU_PINANG,MALAYSIA,5.42,100.35
1596,YOSIOKA,JAPAN,41.45,140.25
1597,RIMOUSKI,CANADA,48.48,-68.52
1600,ZANZIBAR,"TANZANIA, UNITED REPUBLIC OF",-6.15,39.18
1603,PUERTO_SOBERANIA,ANTARCTICA,-62.48,-59.63
1627,SEOGWIPO,"KOREA, REPUBLIC OF",33.24,126.56
1628,WIDO,"KOREA, REPUBLIC OF",35.62,126.3
1629,MOURILYAN_HARBOUR,AUSTRALIA,-17.58,146.08
1630,LUCINDA,AUSTRALIA,-18.52,146.38
1631,ONSLOW,AUSTRALIA,-21.65,115.13
1632,CROMER,UNITED KINGDOM,52.93,1.3
1633,CHERRY_POINT,UNITED STATES,48.86,-122.76
1634,SAND_POINT,UNITED STATES,55.34,-160.5
1635,CHESAPEAKE_BAY_BR. TUN.,UNITED STATES,36.97,-76.11
1636,DUCK_PIER_OUTSIDE,UNITED STATES,36.18,-75.75
1637,BERGEN_POINT,UNITED STATES,40.64,-74.14
1638,CLEARWATER_BEACH,UNITED STATES,27.98,-82.83
1639,N. SPIT,UNITED STATES,40.77,-124.22
1640,PORT_ORFORD,UNITED STATES,42.74,-124.5
1641,PANAMA_CITY,UNITED STATES,30.15,-85.67
1643,PORT_CHALMERS,NEW ZEALAND,-45.81,170.62
1644,JUAN_FERNANDEZ-C,CHILE,-33.64,-78.83
1645,BALTRA-B,ECUADOR,-0.43,-90.28
1671,ISHIGAKI_II,JAPAN,24.33,124.16
1672,RODRIGUES_IS,MAURITIUS,-19.67,63.42
1673,PORT_LOUIS_II,MAURITIUS,-20.15,57.5
1674,QUARRY_BAY,HONG KONG,22.29,114.21
1675,BORYEONG,"KOREA, REPUBLIC OF",36.41,126.49
1676,PULAU_LANGKAWI,MALAYSIA,6.43,99.76
1677,KUKUP,MALAYSIA,1.33,103.44
1678,PULAU_TIOMAN,MALAYSIA,2.81,104.14
1679,MENTES/IZMIR,TURKEY,38.43,26.72
1681,ANTALYA_II,TURKEY,36.83,30.62
1696,LAKE_WORTH_PIER,UNITED STATES,26.61,-80.03
1699,ANHEUNG,"KOREA, REPUBLIC OF",36.67,126.13
1700,MILFORD_HAVEN,UNITED KINGDOM,51.71,-5.05
1701,VACA_KEY,UNITED STATES,24.71,-81.11
1702,TANJUNG_SEDILI,MALAYSIA,1.93,104.11
1703,GETING,MALAYSIA,6.23,102.11
1704,GOLD_COAST_SEAWAY_2,AUSTRALIA,-27.95,153.42
1706,SUCURAJ,CROATIA,43.13,17.2
1707,GAN_II,MALDIVES,-0.68,73.15
1708,SURIGAO,PHILIPPINES,9.78,125.5
1711,SAN_JOSE,PHILIPPINES,12.33,121.08
1730,NAN_SHA,CHINA,9.55,112.88
1731,FISHGUARD_II,UNITED KINGDOM,52.01,-4.98
1733,KOTA_KINABALU,MALAYSIA,5.98,116.07
1734,TAWAU,MALAYSIA,4.23,117.88
1735,MARSAXLOKK  ,MALTA,35.82,14.53
1745,XI_SHA,CHINA,16.83,112.33
1746,TANJONG_PAGAR,SINGAPORE,1.27,103.85
1747,LES_SABLES_D OLONNE,FRANCE,46.5,-1.79
1748,TRONDHEIM_2,NORWAY,63.44,10.39
1749,TURTLE_HEAD,AUSTRALIA,-10.52,142.21
1750,NAPIER,NEW ZEALAND,-39.48,176.92
1751,SAN_FELIX,CHILE,-26.29,-80.11
1753,MALE-B,MALDIVES,4.18,73.53
1758,HINKLEY_POINT,UNITED KINGDOM,51.21,-3.13
1759,VIKER,NORWAY,59.04,10.95
1760,ROSSLYN_BAY,AUSTRALIA,-23.16,150.79
1761,HILLARYS,AUSTRALIA,-31.83,115.74
1762,EXMOUTH,AUSTRALIA,-21.95,114.14
1764,L'ESTARTIT,SPAIN,42.05,3.21
1772,ISLAY,UNITED KINGDOM,55.63,-6.19
1773,WEYMOUTH,UNITED KINGDOM,50.61,-2.45
1775,KINLOCHBERVIE,UNITED KINGDOM,58.46,-5.05
1780,ANABAR,RUSSIAN FEDERATION,73.22,113.5
1784,POINTE-A-PITRE,GUADELOUPE,16.22,-61.53
1789,TAKAMATSU_II,JAPAN,34.35,134.06
1790,KOBE_II,JAPAN,34.68,135.19
1792,KO_MATTAPHON,THAILAND,10.45,99.25
1793,PORT_ERIN,ISLE OF MAN,54.09,-4.77
1794,WORKINGTON,UNITED KINGDOM,54.65,-3.57
1795,ST_HELIER,JERSEY,49.18,-2.12
1796,STANLEY_II,FALKLAND ISLANDS (MALVINAS),-51.69,-57.82
1797,HADERA,ISRAEL,32.47,34.86
1799,WINTER_HARBOUR,CANADA,50.52,-128.03
1800,NOME,UNITED STATES,64.5,-165.43
1801,BOUCAU,FRANCE,43.53,-1.51
1802,LAS_PALMAS_D,SPAIN,28.14,-15.41
1803,TENERIFE,SPAIN,28.48,-16.24
1804,BETIO,KIRIBATI,1.37,172.93
1805,LAUTOKA,FIJI,-17.6,177.44
1806,BILBAO,SPAIN,43.35,-3.05
1807,SANTANDER_III,SPAIN,43.46,-3.79
1808,LA_CORUNA_III,SPAIN,43.36,-8.39
1809,BONANZA,SPAIN,36.8,-6.34
1810,MALAGA_II,SPAIN,36.71,-4.42
1811,BARCELONA,SPAIN,41.34,2.17
1812,TEJN,DENMARK,55.25,14.84
1813,VALENCIA,SPAIN,39.44,-0.31
1816,DAKAR_2,SENEGAL,14.68,-17.42
1830,SHIMONOSEKI_III,JAPAN,33.92,130.93
1833,BINTULU,MALAYSIA,3.26,113.06
1834,SANDAKAN,MALAYSIA,5.81,118.07
1835,SABINE_PASS_NORTH,UNITED STATES,29.73,-93.87
1836,LORNE,AUSTRALIA,-38.55,143.99
1838,MAJURO-C,MARSHALL ISLANDS,7.11,171.37
1839,FUNAFUTI_B,TUVALU,-8.5,179.2
1840,APIA_B,SAMOA,-13.83,-171.76
1841,PORT_VILA_B,VANUATU,-17.76,168.31
1842,NUKU'ALOFA_B,TONGA,-21.14,-175.18
1843,RAROTONGA_B,COOK ISLANDS,-21.2,-159.78
1844,NAURU-B,NAURU,-0.53,166.91
1846,POINT_LA_RUE,SEYCHELLES,-4.67,55.53
1849,KERGUELEN,FRENCH SOUTHERN TERRITORIES,-49.35,70.26
1854,LLANDUDNO,UNITED KINGDOM,53.33,-3.83
1857,PRUDHOE_BAY,UNITED STATES,70.4,-148.53
1858,VIRGINIA_KEY,UNITED STATES,25.73,-80.16
1859,ZADAR,CROATIA,44.12,15.23
1860,LOMBRUM,PAPUA NEW GUINEA,-2.04,147.37
1861,HONIARA-B,SOLOMON ISLANDS,-9.43,159.96
1867,PORTRUSH,UNITED KINGDOM,55.21,-6.66
1871,GIJON_II,SPAIN,43.56,-5.7
1877,LAHAT_DATU,MALAYSIA,5.02,118.35
1878,BOURNEMOUTH,UNITED KINGDOM,50.71,-1.87
1879,LABUAN_2,MALAYSIA,5.27,115.25
1883,HUELVA,SPAIN,37.13,-6.83
1887,MASIRAH,OMAN,20.68,58.87
1891,TAI_MIU_WAN,HONG KONG,22.27,114.29
1892,PALMA_DE_MALLORCA,SPAIN,39.55,2.64
1894,TUAS,SINGAPORE,1.28,103.67
1895,WEST_COAST,SINGAPORE,1.3,103.77
1896,WEST_TUAS,SINGAPORE,1.34,103.63
1897,VILLAGARCIA,SPAIN,42.6,-8.77
1898,VIGO_II,SPAIN,42.24,-8.73
1902,SHEK_PIK,HONG KONG,22.22,113.89
1903,CORPUS_CHRISTI,UNITED STATES,27.58,-97.22
1910,CABO_CRUZ,CUBA,19.83,-77.73
1914,PALMEIRA,CAPE VERDE,16.75,-22.98
1915,PORT_BLOC,FRANCE,45.57,-1.06
1921,LE_CROUESTY,FRANCE,47.54,-2.9
1923,HUPO,"KOREA, REPUBLIC OF",36.68,129.45
1925,POHNPEI_C,"MICRONESIA, FEDERATED STATES OF",6.98,158.2
2021,CASILDA_II,CUBA,21.75,-79.99
2025,BUGRINO,RUSSIAN FEDERATION,68.8,49.33
2026,MYS_PIKSHUEVA,RUSSIAN FEDERATION,69.55,32.43
2027,POLYARNIY,RUSSIAN FEDERATION,69.2,33.48
2028,TERIBERKA,RUSSIAN FEDERATION,69.2,35.12
2072,PORT_ALMA,AUSTRALIA,-23.58,150.87
2073,URANGAN_II,AUSTRALIA,-25.3,152.92
2074,BOWEN_II,AUSTRALIA,-20.02,148.25
2101,KALIX,SWEDEN,65.7,23.1
2102,SKAGSUDDE,SWEDEN,63.19,19.01
2103,FORSMARK,SWEDEN,60.41,18.21
2104,MARVIKEN,SWEDEN,58.55,16.84
2105,VISBY,SWEDEN,57.64,18.28
2106,OSKARSHAMN,SWEDEN,57.27,16.48
2107,SIMRISHAMN,SWEDEN,55.56,14.36
2108,SKANOR,SWEDEN,55.42,12.83
2109,BARSEBACK,SWEDEN,55.76,12.9
2110,VIKEN,SWEDEN,56.14,12.58
2111,RINGHALS,SWEDEN,57.25,12.11
2112,STENUNGSUND,SWEDEN,58.09,11.83
2113,KUNGSVIK,SWEDEN,59.0,11.13
2123,TRIDENT_PIER,UNITED STATES,28.41,-80.59
2125,ARENA_COVE,UNITED STATES,38.91,-123.71
2126,SANTA_BARBARA,UNITED STATES,34.41,-119.69
2127,PORT_ANGELES,UNITED STATES,48.12,-123.44
2128,KAWAIHAE,UNITED STATES,20.04,-155.83
2133,GOTEBORG-RINGON,SWEDEN,57.72,11.97
2183,MOMBASA_II,KENYA,-4.07,39.65
2198,LAMU_B,KENYA,-2.27,40.9
2215,BAY_WAVELAND_YACHT_CLUB_II,UNITED STATES,30.33,-89.33
2261,IQUIQUE_II,CHILE,-20.2,-70.15
2262,CORRAL_II,CHILE,-39.88,-73.42
2263,PUNTA_ARENAS_II,CHILE,-53.12,-70.86
2264,ANCUD,CHILE,-41.87,-73.83
2292,OCEAN_CITY_INLET,UNITED STATES,38.33,-75.09
2294,CAPE_HATTERAS,UNITED STATES,35.22,-75.64
2295,BEAUFORT,UNITED STATES,34.72,-76.67
2310,BRUNSWICK_HEADS,AUSTRALIA,-28.54,153.55
2311,COFFS_HARBOUR_III,AUSTRALIA,-30.3,153.15
2312,JERVIS_BAY_II,AUSTRALIA,-35.12,150.71
2313,PORT_MACQUARIE,AUSTRALIA,-31.43,152.91
2314,TWEED_HEADS,AUSTRALIA,-28.17,153.55
2316,PORT_STEPHENS,AUSTRALIA,-32.71,152.18
2322,KINGS_POINT,UNITED STATES,40.81,-73.77
2323,TOLCHESTER_BEACH,UNITED STATES,39.21,-76.25
2324,LEWISETTA,UNITED STATES,37.99,-76.47
2325,OREGON_INLET_MARINA,UNITED STATES,35.8,-75.55
2326,MAYPORT,UNITED STATES,30.4,-81.43
2329,REDWOOD_CITY,UNITED STATES,37.51,-122.21
2330,PORT_CHICAGO,UNITED STATES,38.05,-122.04
2356,SUVA-B,FIJI,-18.13,178.43
2358,SYDNEY_PORT_JACKSON,AUSTRALIA,-33.83,151.26
