gauge_id,gauge_name,gauge_country,gauge_lat,gauge_lon,rsl_low,rsl_central,rsl_high,novlm_low,novlm_central,novlm_high
1,BREST,FRANCE,48.38,-4.49,0.15,0.54,1.82,0.17,0.55,1.84
2,SWINOUJSCIE,POLAND,53.92,14.23,0.15,0.58,1.83,0.18,0.61,1.86
3,SHEERNESS,UNITED KINGDOM,51.45,0.74,0.17,0.61,1.87,0.14,0.58,1.83
5,HOLYHEAD,UNITED KINGDOM,53.31,-4.62,0.13,0.54,1.77,0.13,0.54,1.76
7,CUXHAVEN_2,GERMANY,53.87,8.72,0.2,0.64,1.89,0.13,0.57,1.82
8,WISMAR_2,GERMANY,53.9,11.46,0.05,0.64,1.93,0.05,0.63,1.93
9,MAASSLUIS,"NETHERLANDS, KINGDOM OF THE",51.92,4.25,0.16,0.6,1.86,0.13,0.57,1.84
10,SAN_FRANCISCO,UNITED STATES,37.81,-122.47,0.23,0.53,2.02,0.21,0.5,1.99
11,WARNEMUNDE_2,GERMANY,54.17,12.1,0.17,0.59,1.83,0.18,0.6,1.85
12,NEW_YORK,UNITED STATES,40.7,-74.01,0.4,0.81,2.21,0.26,0.67,2.07
13,TRAVEMUNDE,GERMANY,53.96,10.87,0.19,0.63,1.88,0.16,0.61,1.86
14,HELSINKI,FINLAND,60.15,24.96,-0.22,0.24,1.46,0.14,0.59,1.81
15,LIVERPOOL_GEORGES_AND_PRINCES_PIERS,UNITED KINGDOM,53.4,-3.0,0.11,0.54,1.75,0.13,0.55,1.77
16,LYOKKI,FINLAND,60.85,21.18,-0.5,-0.04,1.16,0.12,0.58,1.79
17,LYPYRTTI,FINLAND,60.6,21.23,-0.46,0.0,1.21,0.13,0.59,1.8
18,JUNGFRUSUND,FINLAND,59.95,22.37,-0.31,0.16,1.38,0.13,0.59,1.82
20,VLISSINGEN,"NETHERLANDS, KINGDOM OF THE",51.44,3.6,0.14,0.58,1.84,0.14,0.57,1.84
21,ABERDEEN_II,UNITED KINGDOM,57.15,-2.08,0.0,0.5,1.71,0.07,0.56,1.78
22,HOEK_VAN_HOLLAND,"NETHERLANDS, KINGDOM OF THE",51.98,4.12,0.21,0.65,1.92,0.13,0.57,1.84
23,DEN_HELDER,"NETHERLANDS, KINGDOM OF THE",52.96,4.75,0.14,0.57,1.84,0.13,0.57,1.83
24,DELFZIJL,"NETHERLANDS, KINGDOM OF THE",53.33,6.93,0.16,0.61,1.87,0.13,0.58,1.83
25,HARLINGEN,"NETHERLANDS, KINGDOM OF THE",53.18,5.41,0.13,0.57,1.83,0.13,0.57,1.82
26,LIEPAJA,LATVIA,56.53,20.98,0.1,0.54,1.79,0.16,0.61,1.85
27,UTO,FINLAND,59.78,21.37,-0.32,0.14,1.37,0.13,0.59,1.82
28,RUSSARO,FINLAND,59.77,22.95,-0.25,0.21,1.43,0.13,0.59,1.82
29,SODERSKAR,FINLAND,60.12,25.42,-0.19,0.26,1.48,0.14,0.59,1.82
30,RONNSKAR,FINLAND,63.07,20.8,-0.76,-0.29,0.9,0.09,0.57,1.75
31,NEDRE_SODERTALJE,SWEDEN,59.2,17.62,-0.33,0.12,1.33,0.14,0.59,1.8
32,IJMUIDEN,"NETHERLANDS, KINGDOM OF THE",52.46,4.55,0.15,0.59,1.86,0.13,0.57,1.84
33,OSCARSBORG,NORWAY,59.68,10.6,-0.25,0.19,1.39,0.12,0.56,1.76
34,TRONDHEIM,NORWAY,63.43,10.43,-0.32,0.16,1.32,0.0,0.49,1.64
37,DAUGAVGRIVA,LATVIA,57.05,24.03,0.09,0.54,1.79,0.16,0.61,1.85
39,VENEZIA,ITALY,45.42,12.33,0.23,0.59,1.83,0.15,0.5,1.75
41,POTI,GEORGIA,42.17,41.68,0.52,0.94,2.23,0.04,0.46,1.75
42,SEVASTOPOL,UKRAINE,44.62,33.53,0.02,0.45,1.78,0.04,0.46,1.8
43,MUMBAI,INDIA,18.92,72.83,0.14,0.46,1.94,0.2,0.51,1.99
44,ADEN,YEMEN,12.79,44.97,0.22,0.54,1.97,0.24,0.55,1.98
45,KABELVAG,NORWAY,68.21,14.48,-0.31,0.23,1.34,-0.02,0.51,1.63
47,STAVANGER,NORWAY,58.97,5.73,-0.02,0.48,1.7,0.07,0.58,1.8
48,KIDDERPORE,INDIA,22.53,88.33,-0.33,0.04,1.47,0.17,0.5,1.93
51,BATUMI,GEORGIA,41.63,41.7,0.08,0.51,1.8,0.04,0.46,1.75
52,CASCAIS,PORTUGAL,38.68,-9.42,0.23,0.59,1.93,0.22,0.58,1.92
57,VAASA,FINLAND,63.08,21.57,-0.75,-0.27,0.91,0.1,0.57,1.76
58,BERGEN,NORWAY,60.4,5.32,-0.05,0.45,1.64,0.06,0.56,1.76
59,GENOVA,ITALY,44.4,8.9,0.15,0.51,1.77,0.17,0.53,1.78
61,MARSEILLE,FRANCE,43.28,5.35,0.17,0.53,1.8,0.18,0.54,1.82
62,OSLO,NORWAY,59.91,10.73,-0.28,0.16,1.36,0.12,0.56,1.76
63,KOBBAKLINTAR,ÅLAND ISLANDS,60.03,19.88,-0.41,0.04,1.26,0.13,0.59,1.81
64,GDANSK/NOWY_PORT,POLAND,54.4,18.68,0.22,0.65,1.91,0.18,0.61,1.87
65,SYDNEY,AUSTRALIA,-33.85,151.23,0.18,0.53,1.97,0.24,0.59,2.04
68,LANDSORT,SWEDEN,58.74,17.87,-0.26,0.19,1.41,0.15,0.59,1.82
69,OLANDS_NORRA_UDDE,SWEDEN,57.37,17.1,-0.08,0.36,1.6,0.16,0.6,1.83
70,KUNGSHOLMSFORT,SWEDEN,56.11,15.59,0.04,0.47,1.72,0.16,0.6,1.84
71,HANKO,FINLAND,59.82,22.98,-0.26,0.2,1.43,0.13,0.59,1.82
72,YSTAD,SWEDEN,55.42,13.82,0.09,0.52,1.76,0.17,0.6,1.84
73,VARBERG,SWEDEN,57.1,12.22,-0.02,0.41,1.64,0.17,0.6,1.83
76,AARHUS,DENMARK,56.15,10.22,0.09,0.52,1.75,0.16,0.59,1.82
77,GRONSKAR,SWEDEN,59.28,19.03,-0.32,0.13,1.35,0.14,0.59,1.81
78,STOCKHOLM,SWEDEN,59.32,18.08,-0.34,0.1,1.32,0.14,0.59,1.8
79,OULU,FINLAND,65.04,25.42,-0.69,-0.2,0.98,0.07,0.55,1.74
80,ESBJERG,DENMARK,55.46,8.44,0.11,0.56,1.8,0.12,0.57,1.82
81,FREDERICIA,DENMARK,55.56,9.75,0.12,0.55,1.79,0.15,0.58,1.82
82,KOBENHAVN,DENMARK,55.7,12.6,0.1,0.52,1.76,0.17,0.59,1.83
83,VYBORG,RUSSIAN FEDERATION,60.7,28.73,-0.04,0.41,1.61,0.15,0.59,1.79
84,LEMSTROM,ÅLAND ISLANDS,60.1,20.02,-0.42,0.03,1.25,0.13,0.59,1.81
86,YKSPIHLAJA,FINLAND,63.83,23.03,-0.78,-0.29,0.89,0.08,0.57,1.75
87,VENEZIA,ITALY,45.42,12.35,0.23,0.59,1.83,0.15,0.5,1.75
88,RATAN,SWEDEN,63.99,20.89,-0.81,-0.32,0.85,0.07,0.56,1.74
89,HIRTSHALS,DENMARK,57.6,9.96,-0.01,0.43,1.66,0.14,0.58,1.8
90,BJORN,SWEDEN,60.63,17.97,-0.54,-0.09,1.11,0.12,0.58,1.78
91,FREDERIKSHAVN,DENMARK,57.44,10.55,0.02,0.45,1.68,0.15,0.58,1.81
94,TONOURA,JAPAN,34.9,132.07,0.19,0.54,2.11,0.27,0.62,2.19
95,NORTH_SHIELDS,UNITED KINGDOM,55.01,-1.44,0.12,0.59,1.82,0.1,0.57,1.8
96,HALIFAX,CANADA,44.67,-63.58,0.35,0.82,2.22,0.19,0.67,2.07
97,BACKEVIK,SWEDEN,58.37,11.25,-0.14,0.29,1.5,0.14,0.57,1.79
98,SLIPSHAVN,DENMARK,55.29,10.83,0.15,0.56,1.8,0.18,0.6,1.84
99,NEDRE_GAVLE,SWEDEN,60.68,17.17,-0.55,-0.09,1.11,0.12,0.58,1.77
104,CAGLIARI,ITALY,39.2,9.17,0.19,0.57,1.89,0.21,0.57,1.88
105,NAPOLI,ITALY,40.84,14.26,0.15,0.51,1.81,0.19,0.55,1.84
106,CIVITAVECCHIA,ITALY,42.05,11.82,0.11,0.48,1.78,0.19,0.55,1.84
107,PALERMO,ITALY,38.13,13.33,0.13,0.51,1.84,0.21,0.57,1.89
108,PORTO_MAURIZIO,ITALY,43.87,8.02,0.12,0.49,1.77,0.18,0.54,1.8
111,FREMANTLE,AUSTRALIA,-32.06,115.74,0.23,0.58,2.01,0.21,0.56,1.99
112,FERNANDINA_BEACH,UNITED STATES,30.67,-81.47,0.36,0.7,2.15,0.28,0.63,2.08
113,KORSOR,DENMARK,55.33,11.14,0.1,0.56,1.8,0.16,0.61,1.86
118,KLAIPEDA,LITHUANIA,55.7,21.13,0.18,0.62,1.87,0.17,0.61,1.86
119,HORNBAEK,DENMARK,56.09,12.46,0.08,0.56,1.73,0.17,0.65,1.83
120,GEDSER,DENMARK,54.57,11.93,0.16,0.64,1.83,0.18,0.66,1.85
122,DRAGHALLAN,SWEDEN,62.37,17.53,-0.7,-0.23,0.95,0.09,0.57,1.74
127,SEATTLE,UNITED STATES,47.6,-122.34,0.24,0.53,1.91,0.19,0.48,1.86
129,NAPOLI,ITALY,40.87,14.27,0.15,0.51,1.81,0.19,0.55,1.84
130,ABURATSUBO,JAPAN,35.16,139.62,0.44,0.82,2.44,0.25,0.63,2.25
131,AYUKAWA,JAPAN,38.3,141.51,0.84,1.24,2.9,0.22,0.61,2.27
132,WAJIMA,JAPAN,37.41,136.9,0.11,0.46,2.05,0.27,0.61,2.21
133,HOSOJIMA,JAPAN,32.43,131.67,0.1,0.48,2.07,0.25,0.63,2.22
134,KUSHIMOTO,JAPAN,33.48,135.77,0.41,0.8,2.42,0.24,0.62,2.24
135,PHILADELPHIA,UNITED STATES,39.93,-75.14,0.41,0.81,2.2,0.27,0.66,2.06
138,POINTE-AU-PERE,CANADA,48.52,-68.47,-0.01,0.47,1.82,0.17,0.65,2.0
139,HANASAKI,JAPAN,43.28,145.58,0.86,1.24,2.87,0.24,0.56,2.19
140,STROMSTAD,SWEDEN,58.95,11.18,-0.19,0.24,1.45,0.13,0.56,1.77
142,SKURU,FINLAND,60.1,23.55,-0.28,0.18,1.4,0.13,0.59,1.81
145,MANILA,PHILIPPINES,14.58,120.97,0.72,1.12,2.66,0.2,0.6,2.14
146,HEL,POLAND,54.6,18.8,0.2,0.63,1.89,0.18,0.61,1.87
148,BALTIMORE,UNITED STATES,39.27,-76.58,0.43,0.82,2.21,0.27,0.66,2.05
150,AUCKLAND_II,NEW ZEALAND,-36.84,174.77,0.21,0.57,2.03,0.22,0.58,2.04
154,TRIESTE,ITALY,45.65,13.76,0.13,0.48,1.73,0.14,0.49,1.74
155,HONOLULU,UNITED STATES,21.31,-157.87,0.28,0.66,2.37,0.28,0.65,2.35
157,BUENOS_AIRES,ARGENTINA,-34.6,-58.37,0.21,0.52,1.85,0.21,0.52,1.85
158,SAN_DIEGO,UNITED STATES,32.71,-117.17,0.25,0.55,2.04,0.21,0.5,2.0
159,OSHORO_I,JAPAN,43.22,140.87,0.15,0.5,2.07,0.26,0.57,2.14
161,GALVESTON_II,UNITED STATES,29.31,-94.79,0.74,1.07,2.54,0.26,0.6,2.07
162,LAGOS,PORTUGAL,37.1,-8.67,0.23,0.59,1.93,0.23,0.59,1.93
163,BALBOA,PANAMA,8.97,-79.57,0.28,0.62,2.12,0.29,0.63,2.13
164,KOTKA,FINLAND,60.45,26.95,-0.15,0.3,1.52,0.14,0.59,1.81
165,TOFINO,CANADA,49.15,-125.92,-0.09,0.2,1.6,0.17,0.46,1.86
166,VICTORIA,CANADA,48.42,-123.37,0.09,0.38,1.76,0.18,0.47,1.85
167,PRINCE_RUPERT,CANADA,54.32,-130.33,0.13,0.43,1.78,0.18,0.47,1.83
168,VENEZIA,ITALY,45.43,12.33,0.23,0.59,1.84,0.15,0.5,1.75
169,CRISTOBAL,PANAMA,9.35,-79.92,0.3,0.66,2.17,0.29,0.64,2.15
172,MANTYLUOTO,FINLAND,61.59,21.46,-0.61,-0.14,1.06,0.12,0.58,1.78
174,KO_LAK,THAILAND,11.8,99.82,0.15,0.51,2.01,0.23,0.57,2.07
175,VANCOUVER,CANADA,49.28,-123.12,0.05,0.33,1.7,0.15,0.43,1.8
176,HARRINGTON_HBR,CANADA,50.5,-59.48,-0.06,0.44,1.76,0.15,0.64,1.96
179,SMOGEN,SWEDEN,58.35,11.22,-0.14,0.29,1.51,0.14,0.57,1.79
180,ATLANTIC_CITY,UNITED STATES,39.35,-74.42,0.5,0.9,2.31,0.27,0.67,2.08
183,PORTLAND ,UNITED STATES,43.66,-70.25,0.24,0.7,2.1,0.22,0.67,2.08
188,KEY_WEST,UNITED STATES,24.55,-81.81,0.37,0.71,2.2,0.29,0.62,2.12
189,PORT_HEDLAND,AUSTRALIA,-20.32,118.57,0.2,0.57,2.07,0.22,0.58,2.07
190,DUNBAR,UNITED KINGDOM,56.01,-2.52,0.01,0.49,1.72,0.09,0.56,1.79
193,POINT_ATKINSON,CANADA,49.33,-123.25,0.08,0.36,1.73,0.14,0.43,1.79
194,PIETARSAARI ,FINLAND,63.71,22.69,-0.78,-0.29,0.89,0.08,0.57,1.75
195,SAINT_JOHN,CANADA,45.27,-66.07,0.26,0.73,2.12,0.19,0.66,2.05
196,SYDNEY,AUSTRALIA,-33.85,151.23,0.18,0.53,1.97,0.24,0.59,2.04
202,NEWLYN,UNITED KINGDOM,50.1,-5.54,0.17,0.57,1.84,0.15,0.55,1.82
203,FURUOGRUND,SWEDEN,64.92,21.23,-0.83,-0.33,0.84,0.06,0.56,1.72
204,KARACHI,PAKISTAN,24.81,66.97,0.15,0.48,1.92,0.12,0.44,1.88
205,CHENNAI,INDIA,13.1,80.3,0.11,0.45,1.97,0.21,0.54,2.06
208,ALICANTE,SPAIN,38.34,-0.48,0.13,0.47,1.78,0.22,0.56,1.87
209,CADIZ_II,SPAIN,36.53,-6.31,0.29,0.64,1.97,0.23,0.58,1.92
210,RANGOON,MYANMAR,16.77,96.17,0.33,0.71,2.18,0.21,0.54,2.01
213,BLUFF,NEW ZEALAND,-46.6,168.35,0.23,0.57,1.91,0.23,0.56,1.9
214,FELIXSTOWE,UNITED KINGDOM,51.96,1.35,0.13,0.59,1.85,0.13,0.58,1.84
215,TUAPSE,RUSSIAN FEDERATION,44.1,39.07,0.07,0.5,1.78,0.04,0.47,1.74
216,PORT_PIRIE,AUSTRALIA,-33.18,138.01,0.17,0.48,1.82,0.23,0.53,1.88
217,AUCKLAND-WAITEMATA_HARBOUR,NEW ZEALAND,-36.84,174.77,0.21,0.57,2.03,0.22,0.58,2.04
219,BELFAST_2,UNITED KINGDOM,54.6,-5.92,-0.03,0.4,1.6,0.11,0.53,1.74
221,WELLINGTON_HARBOUR,NEW ZEALAND,-41.28,174.78,0.28,0.63,2.05,0.23,0.57,1.99
223,QUEQUEN,ARGENTINA,-38.58,-58.7,0.16,0.47,1.79,0.21,0.51,1.83
224,LEWES,UNITED STATES,38.78,-75.12,0.47,0.85,2.27,0.28,0.66,2.07
225,KETCHIKAN,UNITED STATES,55.33,-131.62,-0.02,0.28,1.63,0.17,0.47,1.82
226,SAPPI,FINLAND,61.48,21.33,-0.6,-0.13,1.07,0.12,0.58,1.78
227,SUR_SARI,RUSSIAN FEDERATION,60.08,26.98,-0.03,0.43,1.66,0.14,0.6,1.82
229,KEMI,FINLAND,65.67,24.52,-0.74,-0.25,0.93,0.05,0.54,1.72
230,PORT_LINCOLN,AUSTRALIA,-34.72,135.87,0.22,0.54,1.9,0.23,0.54,1.9
231,HELIGMAN,ÅLAND ISLANDS,60.2,19.3,-0.46,-0.0,1.21,0.13,0.58,1.8
234,CHARLESTON_I,UNITED STATES,32.78,-79.92,0.43,0.78,2.21,0.28,0.62,2.06
235,BOSTON,UNITED STATES,42.35,-71.05,0.33,0.78,2.19,0.23,0.68,2.08
236,WEST-TERSCHELLING,"NETHERLANDS, KINGDOM OF THE",53.36,5.22,0.11,0.55,1.82,0.13,0.57,1.83
237,PRIMORSK,RUSSIAN FEDERATION,60.35,28.62,-0.01,0.44,1.65,0.15,0.6,1.8
238,TVARMINNE,FINLAND,59.85,23.25,-0.25,0.2,1.43,0.14,0.59,1.82
239,TURKU,FINLAND,60.43,22.1,-0.39,0.07,1.28,0.13,0.59,1.8
240,RAAHE,FINLAND,64.67,24.41,-0.76,-0.26,0.91,0.07,0.56,1.74
245,LOS_ANGELES,UNITED STATES,33.72,-118.27,0.14,0.43,1.93,0.21,0.5,2.0
246,PENSACOLA,UNITED STATES,30.4,-87.21,0.33,0.68,2.13,0.26,0.6,2.05
247,PORT_LYTTELTON,NEW ZEALAND,-43.61,172.72,0.26,0.62,2.0,0.23,0.58,1.96
248,JOHOR_BAHRU,MALAYSIA,1.46,103.79,0.12,0.55,2.1,0.25,0.59,2.12
249,FOGLO,ÅLAND ISLANDS,60.03,20.38,-0.4,0.06,1.28,0.13,0.59,1.81
253,PORT_SAID,EGYPT,31.25,32.3,0.18,0.57,1.94,0.19,0.56,1.92
255,DOVER,UNITED KINGDOM,51.11,1.32,0.17,0.6,1.87,0.14,0.58,1.84
256,LA_JOLLA,UNITED STATES,32.87,-117.26,0.24,0.53,2.02,0.2,0.5,1.99
258,PONTA_DELGADA,PORTUGAL,37.74,-25.67,0.2,0.6,2.03,0.21,0.59,2.0
259,LYTTELTON_II,NEW ZEALAND,-43.61,172.72,0.26,0.62,2.0,0.23,0.58,1.96
260,JOLO,PHILIPPINES,6.07,121.0,0.13,0.54,2.1,0.21,0.6,2.16
265,ASTORIA,UNITED STATES,46.21,-123.77,0.02,0.32,1.74,0.2,0.5,1.92
266,SEWARD,UNITED STATES,60.12,-149.43,-0.41,-0.05,1.23,-0.1,0.26,1.53
267,NEWCASTLE_III,AUSTRALIA,-32.92,151.8,0.23,0.57,2.03,0.25,0.59,2.05
269,MACAU,MACAO,22.2,113.55,0.12,0.5,1.99,0.24,0.59,2.07
270,DAYTONA_BEACH,UNITED STATES,29.23,-81.0,0.32,0.67,2.14,0.28,0.63,2.09
271,MOMMARK,DENMARK,54.93,10.07,0.14,0.57,1.82,0.16,0.59,1.83
284,DURBAN,SOUTH AFRICA,-29.87,31.05,0.19,0.55,2.04,0.27,0.6,2.1
285,KASKINEN,FINLAND,62.34,21.21,-0.7,-0.23,0.96,0.11,0.58,1.77
286,IMMINGHAM,UNITED KINGDOM,53.63,-0.19,0.12,0.59,1.83,0.12,0.58,1.83
288,SEAVEY_ISLAND,UNITED STATES,43.08,-70.74,0.23,0.68,2.09,0.22,0.67,2.08
289,PIONERSKY,RUSSIAN FEDERATION,54.95,20.22,0.2,0.64,1.9,0.17,0.61,1.87
299,SEWELLS_POINT,UNITED STATES,36.95,-76.33,0.55,0.92,2.33,0.28,0.65,2.06
300,HILO,UNITED STATES,19.73,-155.06,0.4,0.77,2.46,0.28,0.65,2.34
302,TREGDE,NORWAY,58.01,7.55,-0.01,0.46,1.68,0.11,0.58,1.8
303,SANTA_CRUZ_DE_TENERIFE_I,SPAIN,28.48,-16.24,0.3,0.68,2.15,0.27,0.65,2.11
310,YAMBA,AUSTRALIA,-29.43,153.36,0.24,0.57,2.04,0.25,0.58,2.05
311,ANNAPOLIS,UNITED STATES,38.98,-76.48,0.46,0.85,2.24,0.27,0.66,2.05
312,NARVIK,NORWAY,68.43,17.43,-0.38,0.14,1.27,-0.01,0.52,1.63
313,HEIMSJO,NORWAY,63.43,9.1,-0.27,0.23,1.38,0.0,0.5,1.65
314,STORNOWAY,UNITED KINGDOM,58.21,-6.39,-0.04,0.44,1.61,0.04,0.52,1.69
315,HAMINA,FINLAND,60.56,27.18,-0.15,0.3,1.52,0.14,0.59,1.81
316,MAYPORT,UNITED STATES,30.39,-81.43,0.37,0.71,2.17,0.28,0.63,2.08
317,BOURGAS,BULGARIA,42.48,27.48,0.07,0.49,1.81,0.05,0.47,1.79
318,VARNA,BULGARIA,43.18,27.92,0.0,0.43,1.76,0.03,0.45,1.77
320,NEWCASTLE_I,AUSTRALIA,-32.92,151.8,0.23,0.57,2.03,0.25,0.59,2.05
330,KLAGSHAMN,SWEDEN,55.52,12.89,0.1,0.52,1.76,0.17,0.6,1.84
331,TAKORADI,GHANA,4.88,-1.75,0.32,0.67,2.13,0.28,0.61,2.07
332,EASTPORT,UNITED STATES,44.9,-66.98,0.26,0.72,2.12,0.2,0.66,2.05
333,NORTH_POINT,HONG KONG,22.3,114.2,0.08,0.49,1.99,0.24,0.59,2.08
334,SOUTHEND,UNITED KINGDOM,51.51,0.72,0.12,0.56,1.82,0.14,0.58,1.83
335,TILBURY,UNITED KINGDOM,51.47,0.37,0.14,0.58,1.83,0.14,0.57,1.83
336,TOWER_PIER,UNITED KINGDOM,51.5,0.08,0.14,0.58,1.83,0.14,0.57,1.82
350,PORTSMOUTH,UNITED KINGDOM,50.8,-1.11,0.12,0.55,1.81,0.13,0.56,1.82
351,NEWPORT,UNITED STATES,41.51,-71.33,0.35,0.8,2.22,0.23,0.68,2.1
