gauge_id,gauge_name,gauge_country,gauge_lat,gauge_lon,rsl_low,rsl_central,rsl_high,novlm_low,novlm_central,novlm_high
661,IZUHARA,JAPAN,34.2,129.3,0.18,0.57,2.14,0.26,0.6,2.18
662,PROVIDENIA,RUSSIAN FEDERATION,64.42,-173.23,0.29,0.65,2.11,0.21,0.55,1.99
663,MAIZURU_I,JAPAN,35.48,135.4,0.1,0.47,2.06,0.27,0.62,2.2
664,TACLOBAN,PHILIPPINES,11.25,125.0,0.17,0.6,2.15,0.18,0.61,2.16
665,ENEWETOK,MARSHALL ISLANDS,11.37,162.35,0.24,0.64,2.28,0.27,0.64,2.29
667,MARII_PRONCHISHEVOI,RUSSIAN FEDERATION,75.53,113.43,0.11,0.58,2.0,0.13,0.6,2.02
668,PUERTO_ARMUELLES,PANAMA,8.27,-82.87,0.25,0.58,2.09,0.25,0.58,2.09
669,TOKUYAMA_I,JAPAN,34.03,131.8,0.33,0.73,2.3,0.27,0.62,2.19
679,OMINATO,JAPAN,41.25,141.15,0.26,0.61,2.23,0.24,0.59,2.2
680,TROMSO,NORWAY,69.65,18.96,-0.27,0.28,1.39,-0.04,0.5,1.62
681,HARSTAD,NORWAY,68.8,16.55,-0.31,0.22,1.34,-0.02,0.52,1.64
682,KRISTIANSUND,NORWAY,63.11,7.73,-0.2,0.3,1.46,0.02,0.52,1.67
683,BURNIE,AUSTRALIA,-41.05,145.91,0.17,0.5,1.85,0.23,0.54,1.89
684,MURMANSK,RUSSIAN FEDERATION,68.97,33.05,-0.03,0.48,1.64,0.05,0.57,1.73
685,SPLIT_RT_MARJANA,CROATIA,43.51,16.39,0.11,0.47,1.74,0.15,0.51,1.77
686,ACAPULCO,MEXICO,16.83,-99.92,0.7,1.03,2.54,0.25,0.57,2.08
687,MURMANSK_II,RUSSIAN FEDERATION,68.97,33.05,-0.03,0.48,1.64,0.05,0.57,1.73
688,FULFORD_HARBOUR,CANADA,48.77,-123.45,0.06,0.35,1.73,0.17,0.45,1.83
689,SALINA_CRUZ,MEXICO,16.17,-95.2,0.34,0.68,2.19,0.25,0.57,2.07
690,PROGRESO,MEXICO,21.3,-89.67,0.45,0.81,2.33,0.28,0.61,2.12
692,COATZACOALCOS,MEXICO,18.15,-94.42,0.28,0.64,2.17,0.27,0.61,2.13
693,GUAYMAS,MEXICO,27.92,-110.9,0.39,0.69,2.17,0.22,0.51,1.99
695,LA_PAZ,MEXICO,24.17,-110.35,0.3,0.62,2.14,0.25,0.55,2.07
696,MANGALORE,INDIA,12.85,74.83,-0.0,0.44,1.97,0.23,0.55,2.06
701,KAINAN,JAPAN,34.14,135.19,-0.08,0.29,1.89,0.25,0.62,2.22
703,HANSTHOLM,DENMARK,57.12,8.6,0.07,0.52,1.75,0.13,0.58,1.81
704,VISE,RUSSIAN FEDERATION,79.5,76.98,-0.32,0.18,1.35,-0.11,0.38,1.55
707,UEDINENIA,RUSSIAN FEDERATION,77.5,82.2,-0.14,0.34,1.56,0.0,0.48,1.7
708,BILLINGA,RUSSIAN FEDERATION,69.88,175.77,0.23,0.74,2.29,0.19,0.69,2.24
710,RUSSKAIA_GAVAN_II,RUSSIAN FEDERATION,76.18,62.58,-0.75,-0.09,0.81,-0.53,0.12,1.02
711,RUSSKAYA_GAVAN,RUSSIAN FEDERATION,76.2,62.58,-0.76,-0.1,0.8,-0.54,0.12,1.01
712,MAZATLAN,MEXICO,23.2,-106.42,0.3,0.63,2.12,0.24,0.54,2.03
721,ASAMUSHI,JAPAN,40.9,140.86,0.14,0.49,2.1,0.24,0.59,2.2
722,YOKOSUKA,JAPAN,35.29,139.65,0.51,0.89,2.51,0.25,0.63,2.25
723,DALIAN,CHINA,38.87,121.68,0.19,0.55,2.06,0.22,0.56,2.08
724,SEMBAWANG,SINGAPORE,1.47,103.83,0.03,0.4,1.92,0.25,0.59,2.12
725,FREEPORT,UNITED STATES,28.95,-95.31,0.86,1.19,2.66,0.26,0.59,2.07
726,CANANEIA,BRAZIL,-25.02,-47.93,0.34,0.69,2.12,0.24,0.56,1.99
727,XIAMEN,CHINA,24.45,118.07,0.2,0.59,2.09,0.24,0.59,2.09
728,IZVESTIA_TSIK,RUSSIAN FEDERATION,75.95,82.95,-0.06,0.43,1.67,0.04,0.54,1.77
729,GOLOMIANYI,RUSSIAN FEDERATION,79.55,90.62,-0.05,0.44,1.71,0.01,0.49,1.75
730,AION,RUSSIAN FEDERATION,69.93,167.98,0.18,0.7,2.27,0.19,0.7,2.27
731,YANTAI,CHINA,37.53,121.38,0.06,0.46,1.98,0.22,0.56,2.08
732,MORZHOVAIA,RUSSIAN FEDERATION,71.42,67.58,0.07,0.55,1.81,0.08,0.55,1.8
734,ISACHENKO,RUSSIAN FEDERATION,77.15,89.2,-0.02,0.47,1.73,0.05,0.54,1.8
735,BUORHAIA,RUSSIAN FEDERATION,71.95,132.77,0.26,0.76,2.24,0.17,0.66,2.14
736,KOSYSTYI,RUSSIAN FEDERATION,73.65,109.73,-0.05,0.43,1.84,0.15,0.61,2.02
737,MANZANILLO,MEXICO,19.05,-104.33,0.46,0.78,2.3,0.26,0.56,2.07
738,KRASNOFLOTSKIE,RUSSIAN FEDERATION,78.6,98.83,0.08,0.58,1.9,0.03,0.53,1.84
752,NEZUGASEKI,JAPAN,38.56,139.55,0.46,0.8,2.41,0.27,0.61,2.21
753,KASHIWAZAKI,JAPAN,37.36,138.51,0.18,0.52,2.12,0.28,0.61,2.21
754,LOWESTOFT,UNITED KINGDOM,52.47,1.75,0.16,0.63,1.89,0.12,0.58,1.84
755,MILLPORT,UNITED KINGDOM,55.75,-4.91,-0.04,0.4,1.61,0.09,0.54,1.74
756,NAWILIWILI_BAY,UNITED STATES,21.95,-159.35,0.26,0.64,2.35,0.28,0.65,2.36
757,UNALASKA,UNITED STATES,53.88,-166.54,-0.36,-0.0,1.54,0.17,0.53,2.06
758,HAMMERFEST,NORWAY,70.66,23.68,-0.15,0.4,1.52,-0.03,0.52,1.63
759,MAGUEYES_ISLAND,PUERTO RICO,17.97,-67.05,0.27,0.62,2.11,0.26,0.61,2.09
760,DUBROVNIK,CROATIA,42.66,18.06,0.15,0.51,1.8,0.16,0.52,1.79
761,ROVINJ,CROATIA,45.08,13.63,0.09,0.45,1.71,0.14,0.5,1.75
762,RODBYHAVN,DENMARK,54.66,11.35,0.08,0.6,1.88,0.1,0.63,1.9
763,LA_CORUNA_II,SPAIN,43.36,-8.4,0.25,0.63,1.94,0.2,0.57,1.89
764,LA_PALOMA,URUGUAY,-34.65,-54.15,0.17,0.5,1.87,0.22,0.54,1.91
765,BIRKENHEAD,UNITED KINGDOM,53.4,-3.02,0.11,0.53,1.75,0.13,0.55,1.77
766,NEWPORT_BAY,UNITED STATES,33.6,-117.88,0.21,0.51,2.0,0.2,0.49,1.98
767,TADIBE-IAHA,RUSSIAN FEDERATION,70.37,72.57,-0.03,0.45,1.73,0.11,0.58,1.85
768,ALVARADO,MEXICO,18.77,-95.77,0.23,0.6,2.14,0.27,0.61,2.13
772,MONBETU_I,JAPAN,44.35,143.37,0.09,0.4,1.94,0.25,0.56,2.1
775,SANDWICH_MARINA,UNITED STATES,41.77,-70.5,0.35,0.8,2.23,0.23,0.68,2.1
776,BUZZARDS_BAY,UNITED STATES,41.74,-70.62,0.35,0.79,2.22,0.23,0.68,2.1
786,REEDY_POINT,UNITED STATES,39.56,-75.57,0.42,0.82,2.21,0.27,0.66,2.06
787,NELSON,NEW ZEALAND,-41.26,173.27,0.26,0.62,2.03,0.22,0.57,1.98
788,MONACO,MONACO,43.73,7.42,0.09,0.46,1.73,0.18,0.54,1.81
789,KIEL-HOLTENAU,GERMANY,54.37,10.16,0.16,0.58,1.82,0.17,0.59,1.83
790,TERPIAI-TUMSA,RUSSIAN FEDERATION,73.55,118.67,0.22,0.69,2.13,0.16,0.63,2.06
791,LEIXOES,PORTUGAL,41.18,-8.7,0.17,0.53,1.85,0.21,0.57,1.89
792,VALKARKAI,RUSSIAN FEDERATION,70.08,170.93,0.21,0.72,2.29,0.19,0.7,2.26
795,ENSENADA,MEXICO,31.85,-116.63,0.19,0.49,1.99,0.22,0.51,2.01
796,CIUDAD_DEL_CARMEN,MEXICO,18.63,-91.85,0.41,0.78,2.3,0.27,0.61,2.13
808,SHIMIZU-MINATO,JAPAN,35.01,138.52,0.63,1.01,2.62,0.25,0.63,2.24
809,KOMATSUSHIMA,JAPAN,34.01,134.59,0.25,0.63,2.22,0.25,0.62,2.22
810,MISUMI,JAPAN,32.62,130.45,0.32,0.69,2.27,0.26,0.62,2.2
811,SAKAI,JAPAN,35.55,133.24,0.28,0.64,2.22,0.27,0.62,2.2
812,UNO,JAPAN,34.49,133.95,0.52,0.88,2.46,0.27,0.62,2.2
813,HAKODATE_I,JAPAN,41.78,140.72,-0.0,0.34,1.92,0.25,0.58,2.17
814,ABURATSU,JAPAN,31.58,131.41,0.24,0.63,2.22,0.25,0.64,2.23
815,TOSA_SHIMIZU,JAPAN,32.78,132.96,0.22,0.61,2.2,0.25,0.63,2.23
816,WAKAYAMA,JAPAN,34.22,135.15,0.02,0.39,1.99,0.26,0.62,2.22
817,TAN-NOWA,JAPAN,34.34,135.18,0.23,0.6,2.2,0.26,0.62,2.22
818,LORD_HOWE_ISLAND,AUSTRALIA,-31.52,159.07,0.23,0.58,2.11,0.26,0.59,2.11
819,MAR_DEL_PLATA,ARGENTINA,-38.03,-57.52,0.16,0.47,1.81,0.21,0.52,1.85
820,PORT_ELIZABETH,SOUTH AFRICA,-33.95,25.63,0.22,0.58,2.08,0.29,0.63,2.12
821,NORFOLK_ISLAND,NORFOLK ISLAND,-29.06,167.95,0.23,0.59,2.1,0.25,0.58,2.09
822,BRISBANE,AUSTRALIA,-27.37,153.17,0.2,0.53,2.01,0.25,0.58,2.06
823,MOKUOLOE_ISLAND,UNITED STATES,21.43,-157.79,0.28,0.66,2.37,0.28,0.65,2.36
824,PETROPAVLOVSK-KAMCHATSKY,RUSSIAN FEDERATION,52.98,158.65,0.33,0.66,2.17,0.24,0.54,2.05
825,GLADSTONE,AUSTRALIA,-23.85,151.31,0.26,0.59,2.08,0.25,0.58,2.08
826,SIMONS_BAY,SOUTH AFRICA,-34.19,18.44,0.27,0.63,2.12,0.29,0.63,2.12
827,NAGAEVO,RUSSIAN FEDERATION,59.55,150.72,0.1,0.44,1.87,0.22,0.53,1.96
828,GALVESTON_I,UNITED STATES,29.29,-94.79,0.74,1.08,2.55,0.26,0.6,2.07
829,QUEEN_CHARLOTTE_CITY,CANADA,53.25,-132.07,0.08,0.39,1.78,0.18,0.48,1.88
830,LERWICK,UNITED KINGDOM,60.15,-1.14,-0.08,0.44,1.63,0.02,0.54,1.73
831,PORT_KEMBLA,AUSTRALIA,-34.47,150.91,0.16,0.52,1.96,0.24,0.59,2.04
832,PALERMO,ARGENTINA,-34.57,-58.4,0.21,0.52,1.85,0.21,0.52,1.85
833,EDEN,AUSTRALIA,-37.07,149.91,0.14,0.52,1.95,0.23,0.59,2.02
834,BUNBURY,AUSTRALIA,-33.32,115.66,0.21,0.54,1.97,0.22,0.56,1.98
835,KARUMBA,AUSTRALIA,-17.5,140.83,0.2,0.58,2.07,0.2,0.56,2.05
836,PORT_NOLLOTH,SOUTH AFRICA,-29.26,16.87,0.25,0.6,2.1,0.3,0.62,2.12
837,NEWCASTLE_V,AUSTRALIA,-32.92,151.79,0.23,0.57,2.03,0.25,0.59,2.05
838,HOBART,AUSTRALIA,-42.88,147.34,0.17,0.53,1.92,0.22,0.56,1.95
839,TORSHAVN,FAROE ISLANDS,62.02,-6.77,0.02,0.55,1.64,-0.05,0.45,1.55
841,HONDAU,VIET NAM,20.67,106.8,0.19,0.57,2.02,0.23,0.57,2.03
842,PORT_RENFREW,CANADA,48.55,-124.42,0.16,0.46,1.84,0.18,0.46,1.85
843,SANTA_CRUZ_DAS_FLORES,PORTUGAL,39.45,-31.12,-0.16,0.24,1.68,0.16,0.54,1.98
845,SHIMONOSEKI_I,JAPAN,33.97,130.95,0.16,0.52,2.1,0.27,0.61,2.19
846,KOBE,JAPAN,34.68,135.18,0.51,0.88,2.47,0.27,0.62,2.21
847,TAKAMATSU,JAPAN,34.35,134.05,0.32,0.69,2.27,0.26,0.62,2.2
848,PORT_JEFFERSON,UNITED STATES,40.95,-73.08,0.4,0.82,2.22,0.25,0.67,2.07
852,NOUMEA-CHALEIX,NEW CALEDONIA,-22.3,166.43,0.2,0.56,2.13,0.26,0.59,2.16
856,NEW_ROCHELLE,UNITED STATES,40.89,-73.78,0.37,0.79,2.18,0.25,0.67,2.06
857,MAR_DEL_PLATA,ARGENTINA,-38.03,-57.53,0.16,0.47,1.81,0.21,0.52,1.85
859,BELYI_NOS,RUSSIAN FEDERATION,69.6,60.22,0.19,0.67,1.93,0.09,0.57,1.82
860,NAGOYA,JAPAN,35.08,136.88,0.27,0.66,2.26,0.26,0.62,2.22
910,MOSSEL_BAY,SOUTH AFRICA,-34.18,22.14,0.27,0.62,2.11,0.3,0.63,2.11
911,LUDERITZ,NAMIBIA,-26.64,15.15,0.28,0.64,2.15,0.29,0.63,2.13
912,MOZI,JAPAN,33.95,130.97,0.26,0.62,2.19,0.27,0.61,2.19
913,ARGENTINE_ISLANDS,ANTARCTICA,-65.25,-64.26,-1.28,-0.08,1.12,-1.18,0.01,1.21
914,WALVIS_BAY,NAMIBIA,-22.95,14.5,0.2,0.56,2.08,0.29,0.63,2.14
916,MALIN_HEAD,IRELAND,55.37,-7.33,-0.08,0.38,1.59,0.08,0.54,1.75
917,SOPOCHNAIA_KARGA,RUSSIAN FEDERATION,71.87,82.7,0.08,0.57,1.86,0.12,0.6,1.88
918,TUXPAN,MEXICO,21.0,-97.33,0.39,0.76,2.29,0.26,0.6,2.12
919,PADRE_ISLAND,UNITED STATES,26.07,-97.15,0.48,0.81,2.31,0.26,0.59,2.09
933,ZHAPO,CHINA,21.58,111.82,0.23,0.61,2.09,0.24,0.59,2.06
934,KANMEN,CHINA,28.08,121.28,0.26,0.62,2.17,0.25,0.59,2.13
935,DARWIN,AUSTRALIA,-12.47,130.85,0.21,0.58,2.1,0.23,0.58,2.1
936,HEYSHAM,UNITED KINGDOM,54.03,-2.92,0.08,0.51,1.72,0.12,0.55,1.76
937,ZHOHOVA,RUSSIAN FEDERATION,76.15,152.83,0.15,0.67,2.17,0.16,0.66,2.15
950,KNYSNA,SOUTH AFRICA,-34.05,23.05,0.29,0.64,2.13,0.29,0.63,2.11
952,SIBAURA,JAPAN,35.63,139.75,0.26,0.65,2.27,0.25,0.62,2.25
953,CAIRNS,AUSTRALIA,-16.92,145.78,0.25,0.58,2.12,0.26,0.58,2.13
954,MOKPO,"KOREA, REPUBLIC OF",34.78,126.38,0.36,0.72,2.28,0.25,0.59,2.14
955,BUSAN,"KOREA, REPUBLIC OF",35.1,129.04,0.23,0.59,2.15,0.26,0.6,2.15
956,INCHEON,"KOREA, REPUBLIC OF",37.45,126.59,0.14,0.51,2.05,0.24,0.58,2.12
957,ALBANY,AUSTRALIA,-35.03,117.89,0.22,0.55,1.96,0.25,0.56,1.97
958,SETE,FRANCE,43.4,3.7,0.18,0.56,1.84,0.18,0.54,1.81
960,ALICANTE,SPAIN,38.34,-0.48,0.13,0.47,1.78,0.22,0.56,1.87
970,CHINHAE,"KOREA, REPUBLIC OF",35.15,128.65,0.17,0.64,2.21,0.26,0.59,2.14
979,LUSI,CHINA,32.13,121.62,0.43,0.81,2.35,0.24,0.58,2.12
980,TOULON,FRANCE,43.11,5.91,0.12,0.5,1.77,0.18,0.55,1.82
981,GIBRALTAR,GIBRALTAR,36.15,-5.36,0.09,0.44,1.77,0.24,0.58,1.91
982,DEVONPORT,UNITED KINGDOM,50.37,-4.19,0.14,0.55,1.81,0.15,0.55,1.81
983,COCOS_ISLAND,COCOS (KEELING) ISLANDS,-12.12,96.89,0.27,0.64,2.23,0.27,0.61,2.2
984,BELLA_BELLA,CANADA,52.17,-128.13,-0.0,0.29,1.66,0.17,0.46,1.84
985,CADIZ_III,SPAIN,36.54,-6.29,0.3,0.65,1.97,0.23,0.58,1.91
996,PORT_TARANAKI,NEW ZEALAND,-39.06,174.03,0.22,0.59,2.02,0.22,0.57,2.01
997,ULSAN,"KOREA, REPUBLIC OF",35.5,129.39,0.15,0.52,2.08,0.26,0.6,2.15
998,TIMARU_HARBOUR,NEW ZEALAND,-44.39,171.26,0.24,0.59,1.96,0.22,0.56,1.93
1000,TUKTOYAKTUK,CANADA,69.42,-132.97,0.19,0.64,2.02,0.13,0.57,1.95
1001,SAN_JUAN,PUERTO RICO,18.46,-66.11,0.28,0.64,2.12,0.26,0.61,2.1
1002,TRIBENI,INDIA,22.98,88.4,1.64,2.01,3.43,0.17,0.5,1.92
1003,HONNGU,VIET NAM,18.8,105.77,-0.48,-0.1,1.36,0.23,0.57,2.03
1006,PESCHANYI,RUSSIAN FEDERATION,79.43,102.48,0.13,0.63,1.98,0.01,0.51,1.86
1007,WONSAN,"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF",39.17,127.45,0.18,0.59,2.13,0.25,0.57,2.1
1009,KOPER,SLOVENIA,45.55,13.72,0.12,0.48,1.73,0.14,0.49,1.74
1011,ACAJUTLA,EL SALVADOR,13.57,-89.83,0.25,0.6,2.1,0.24,0.57,2.08
1012,KRENKELIA,RUSSIAN FEDERATION,80.62,58.05,-0.71,-0.13,0.88,-0.43,0.14,1.14
1013,RINCON_ISLAND,UNITED STATES,34.35,-119.44,0.3,0.6,2.1,0.21,0.5,2.0
1018,NASE_II,JAPAN,28.38,129.5,0.39,0.87,2.49,0.25,0.65,2.26
1019,SAGYLLAH-ARY,RUSSIAN FEDERATION,73.15,128.88,0.27,0.75,2.22,0.16,0.64,2.1
1020,CIUDAD_MADERO,MEXICO,22.25,-97.8,0.42,0.81,2.33,0.26,0.6,2.11
1026,ONISAKI,JAPAN,34.9,136.82,-0.04,0.33,1.93,0.26,0.62,2.22
1027,OSHORO_II,JAPAN,43.21,140.86,0.17,0.5,2.07,0.26,0.57,2.14
1028,HIROSIMA,JAPAN,34.35,132.46,0.45,0.81,2.38,0.27,0.62,2.19
1030,FUNCHAL,PORTUGAL,32.64,-16.91,0.2,0.62,2.1,0.24,0.64,2.1
1031,GERALDTON,AUSTRALIA,-28.78,114.6,0.22,0.59,2.05,0.2,0.56,2.02
1032,ILHA_FISCAL,BRAZIL,-22.9,-43.17,0.22,0.57,2.03,0.25,0.58,2.03
1033,STONY_POINT,AUSTRALIA,-38.37,145.22,0.16,0.49,1.82,0.23,0.53,1.87
1034,TAI_PO_KAU,HONG KONG,22.44,114.18,0.28,0.66,2.15,0.24,0.59,2.07
1036,AMRUM,GERMANY,54.62,8.38,0.14,0.59,1.84,0.12,0.58,1.82
1037,BORKUM,GERMANY,53.56,6.75,0.15,0.6,1.86,0.13,0.58,1.83
1038,PORT_MANSFIELD,UNITED STATES,26.55,-97.42,0.43,0.76,2.26,0.26,0.59,2.08
1049,TEMA,GHANA,5.62,0.0,0.23,0.6,2.05,0.28,0.61,2.06
1060,MIYAKE_SIMA,JAPAN,34.07,139.48,0.77,1.16,2.79,0.26,0.65,2.27
1061,KOZU_SIMA,JAPAN,34.21,139.13,-1.86,-1.46,0.16,0.25,0.64,2.27
1062,MATSUYAMA_II,JAPAN,33.86,132.71,0.04,0.41,1.99,0.26,0.62,2.2
1064,MINAMI_IZU,JAPAN,34.62,138.88,0.31,0.7,2.31,0.25,0.63,2.25
1065,WHANGAREI_HARBOUR,NEW ZEALAND,-35.76,174.35,0.2,0.57,2.04,0.23,0.59,2.06
1066,JEJU,"KOREA, REPUBLIC OF",33.53,126.54,0.45,0.82,2.39,0.26,0.6,2.17
1067,ANCHORAGE,UNITED STATES,61.24,-149.89,-0.77,-0.3,0.86,-0.54,-0.07,1.1
1068,BRIDGEPORT,UNITED STATES,41.17,-73.18,0.35,0.78,2.17,0.24,0.67,2.06
1069,VICTOR_HARBOUR,AUSTRALIA,-35.56,138.64,0.29,0.6,1.94,0.23,0.53,1.88
1070,SELDOVIA,UNITED STATES,59.44,-151.72,-1.02,-0.66,0.67,-0.02,0.33,1.65
1071,PORT_HARDY,CANADA,50.72,-127.48,-0.05,0.24,1.63,0.16,0.46,1.84
1072,TUTICORIN,INDIA,8.75,78.2,0.07,0.46,2.0,0.24,0.57,2.11
1074,ROSYTH,UNITED KINGDOM,56.02,-3.45,-0.01,0.46,1.67,0.09,0.55,1.77
1075,BAR,MONTENEGRO,42.08,19.08,0.19,0.57,1.85,0.16,0.52,1.8
1078,POINTE_ST. GILDAS,FRANCE,47.13,-2.25,0.14,0.52,1.79,0.18,0.55,1.82
1080,SANTO_TOMAS_DE_CASTILLA,GUATEMALA,15.7,-88.62,0.47,0.91,2.43,0.28,0.62,2.11
1089,MAISAKA,JAPAN,34.68,137.61,-0.01,0.36,1.97,0.25,0.62,2.24
1090,URAGAMI,JAPAN,33.56,135.9,0.31,0.7,2.32,0.24,0.62,2.24
1091,OKADA,JAPAN,34.79,139.39,-0.01,0.38,2.0,0.25,0.64,2.26
1093,AWA_SIMA,JAPAN,38.47,139.25,0.47,0.81,2.41,0.27,0.61,2.21
1094,HAKATA,JAPAN,33.62,130.41,0.23,0.59,2.15,0.26,0.61,2.19
1095,SAIGO,JAPAN,36.2,133.33,0.23,0.59,2.17,0.27,0.62,2.21
