gauge_id,gauge_name,gauge_country,gauge_lat,gauge_lon,rsl_low,rsl_central,rsl_high,novlm_low,novlm_central,novlm_high
1096,NISINOOMOTE,JAPAN,30.73,130.99,0.26,0.65,2.25,0.25,0.64,2.24
1097,ODOMARI,JAPAN,31.02,130.69,0.2,0.58,2.18,0.25,0.63,2.23
1098,SUMOTO,JAPAN,34.34,134.91,0.34,0.71,2.31,0.26,0.62,2.22
1099,OSAKA,JAPAN,34.66,135.43,0.54,0.9,2.49,0.27,0.62,2.21
1100,NAGASAKI,JAPAN,32.73,129.87,0.26,0.62,2.2,0.26,0.62,2.2
1101,FUKUE,JAPAN,32.7,128.85,0.16,0.53,2.11,0.26,0.62,2.2
1102,OURA,JAPAN,32.98,130.22,0.25,0.61,2.18,0.26,0.62,2.19
1103,WAKKANAI,JAPAN,45.41,141.69,0.34,0.67,2.22,0.25,0.56,2.1
1104,ABASHIRI,JAPAN,44.02,144.29,0.24,0.57,2.12,0.25,0.56,2.12
1105,NAKANO_SIMA,JAPAN,29.84,129.85,0.31,0.72,2.33,0.26,0.64,2.26
1106,FORT_MYERS,UNITED STATES,26.65,-81.87,0.36,0.7,2.18,0.28,0.62,2.1
1107,NAPLES,UNITED STATES,26.13,-81.81,0.35,0.7,2.19,0.28,0.63,2.12
1108,MUKHO,"KOREA, REPUBLIC OF",37.55,129.12,0.12,0.49,2.04,0.26,0.6,2.15
1109,WICK,UNITED KINGDOM,58.44,-3.09,-0.05,0.44,1.63,0.05,0.54,1.73
1111,NANTUCKET_ISLAND,UNITED STATES,41.28,-70.1,0.39,0.85,2.29,0.23,0.68,2.12
1112,ULLAPOOL,UNITED KINGDOM,57.9,-5.16,-0.05,0.43,1.6,0.05,0.53,1.71
1113,HELGEROA,NORWAY,59.0,9.86,-0.14,0.31,1.51,0.12,0.57,1.78
1114,ESPERANCE,AUSTRALIA,-33.87,121.9,0.22,0.55,1.96,0.25,0.55,1.95
1115,CARNARVON,AUSTRALIA,-24.9,113.65,0.21,0.58,2.07,0.21,0.57,2.06
1116,WYNDHAM,AUSTRALIA,-15.45,128.1,0.21,0.58,2.07,0.22,0.57,2.06
1118,DEVONPORT,AUSTRALIA,-41.18,146.36,0.17,0.5,1.86,0.23,0.54,1.9
1121,PICTOU,CANADA,45.68,-62.7,0.36,0.84,2.24,0.19,0.67,2.06
1128,ANTIPAIUTA,RUSSIAN FEDERATION,69.08,76.85,-0.01,0.44,1.74,0.17,0.6,1.89
1146,OWASE,JAPAN,34.08,136.21,0.01,0.38,1.99,0.26,0.62,2.23
1147,SASEBO_II,JAPAN,33.16,129.72,0.22,0.58,2.15,0.26,0.61,2.19
1148,TAJIRI,JAPAN,35.59,134.32,0.35,0.7,2.29,0.27,0.62,2.2
1149,MIYAKO_II,JAPAN,39.64,141.98,0.23,0.67,2.37,0.18,0.61,2.31
1150,SHIRAHAMA,JAPAN,33.68,135.38,0.07,0.46,2.06,0.24,0.62,2.23
1151,NAHA,JAPAN,26.21,127.67,0.24,0.66,2.25,0.24,0.64,2.24
1152,PATRICIA_BAY,CANADA,48.65,-123.45,0.05,0.34,1.72,0.17,0.46,1.84
1153,CAPE_MAY,UNITED STATES,38.97,-74.96,0.49,0.88,2.29,0.28,0.66,2.07
1154,BUNDABERG,AUSTRALIA,-24.77,152.38,0.23,0.57,2.06,0.26,0.58,2.08
1155,YEOSU,"KOREA, REPUBLIC OF",34.75,127.77,0.15,0.52,2.07,0.26,0.59,2.15
1156,DAUPHIN_ISLAND,UNITED STATES,30.25,-88.08,0.42,0.77,2.23,0.26,0.6,2.06
1157,WEIPA,AUSTRALIA,-12.67,141.87,0.16,0.52,2.05,0.23,0.58,2.11
1158,YARMOUTH,CANADA,43.83,-66.13,0.39,0.86,2.27,0.21,0.67,2.08
1159,BROOME,AUSTRALIA,-18.0,122.22,0.21,0.59,2.09,0.22,0.58,2.08
1160,MILNER_BAY,AUSTRALIA,-13.86,136.42,0.19,0.57,2.08,0.21,0.57,2.08
1161,PARADIP,INDIA,20.27,86.7,0.1,0.47,1.93,0.18,0.52,1.97
1162,SIBONEY,CUBA,23.1,-82.47,0.38,0.72,2.2,0.28,0.61,2.09
1164,RABAUL,PAPUA NEW GUINEA,-4.2,152.18,0.12,0.54,2.12,0.2,0.59,2.18
1190,MIKUNI,JAPAN,36.25,136.15,0.42,0.78,2.36,0.27,0.62,2.2
1191,KATSUURA,JAPAN,35.13,140.25,0.21,0.6,2.25,0.25,0.63,2.28
1193,APALACHICOLA,UNITED STATES,29.73,-84.98,0.31,0.65,2.12,0.27,0.61,2.07
1194,MURORAN,JAPAN,42.35,140.95,0.21,0.55,2.13,0.25,0.58,2.16
1195,CAPE_TOWN,SOUTH AFRICA,-33.91,18.43,0.2,0.55,2.04,0.29,0.63,2.12
1196,SOUTH_BEACH,UNITED STATES,44.62,-124.04,0.19,0.5,1.93,0.21,0.52,1.95
1197,FYNSHAV,DENMARK,54.99,9.99,0.14,0.57,1.81,0.16,0.59,1.83
1199,STE-ANNE-DES-MONTS,CANADA,49.13,-66.48,0.06,0.54,1.89,0.17,0.65,1.99
1200,SE-LAHA,RUSSIAN FEDERATION,70.15,72.57,-0.03,0.44,1.73,0.12,0.58,1.86
1209,KURE_IV,JAPAN,34.24,132.55,0.34,0.7,2.28,0.27,0.62,2.19
1210,TOKUYAMA_II,JAPAN,34.04,131.8,0.3,0.66,2.23,0.27,0.62,2.19
1211,SPIKARNA,SWEDEN,62.36,17.53,-0.7,-0.23,0.95,0.09,0.57,1.74
1212,UWAJIMA_II,JAPAN,33.23,132.55,0.03,0.41,2.0,0.25,0.63,2.21
1213,RIVIERE-AU-RENARD,CANADA,49.0,-64.38,0.17,0.65,2.0,0.17,0.65,2.0
1214,ILFRACOMBE,UNITED KINGDOM,51.21,-4.11,0.15,0.56,1.82,0.14,0.55,1.8
1215,PORTPATRICK,UNITED KINGDOM,54.84,-5.12,-0.01,0.42,1.63,0.11,0.53,1.74
1216,SPRING_BAY,AUSTRALIA,-42.55,147.93,0.17,0.54,1.95,0.22,0.57,1.98
1217,MAJURO-B,MARSHALL ISLANDS,7.1,171.37,0.31,0.67,2.34,0.26,0.62,2.3
1218,BAIE_COMEAU,CANADA,49.23,-68.13,-0.06,0.42,1.76,0.16,0.64,1.98
1232,SOUDHAS,GREECE,35.49,24.08,0.1,0.48,1.82,0.18,0.55,1.88
1233,LEROS,GREECE,37.13,26.85,0.1,0.48,1.81,0.18,0.55,1.87
1234,SIROS,GREECE,37.44,24.95,-0.15,0.23,1.55,0.17,0.54,1.86
1236,GOTEBORG - TORSHAMNEN,SWEDEN,57.68,11.79,-0.09,0.33,1.55,0.15,0.58,1.8
1237,KHALKIS_NORTH,GREECE,38.47,23.59,-0.01,0.36,1.67,0.16,0.53,1.83
1238,ALEXANDROUPOLIS,GREECE,40.84,25.88,0.11,0.51,1.82,0.13,0.53,1.83
1239,LEVKAS,GREECE,38.83,20.71,0.32,0.68,1.99,0.18,0.54,1.84
1240,KATAKOLON,GREECE,37.64,21.32,0.17,0.54,1.86,0.19,0.54,1.85
1241,RORVIK,NORWAY,64.86,11.23,-0.29,0.23,1.38,0.01,0.53,1.68
1242,BAMFIELD,CANADA,48.85,-125.13,-0.02,0.28,1.67,0.17,0.46,1.85
1243,RHODOS,GREECE,36.44,28.24,0.12,0.5,1.84,0.19,0.55,1.88
1245,NEW  WESTMINSTER,CANADA,49.2,-122.92,-0.04,0.25,1.61,0.15,0.44,1.8
1246,HAY_POINT,AUSTRALIA,-21.28,149.3,0.26,0.6,2.1,0.25,0.58,2.09
1247,PORT_TUDY,FRANCE,47.64,-3.45,0.15,0.53,1.82,0.17,0.55,1.83
1248,SULTAN_SHOAL,SINGAPORE,1.23,103.65,0.19,0.57,2.1,0.25,0.59,2.12
1249,MORMUGAO,INDIA,15.42,73.8,0.13,0.51,2.01,0.21,0.53,2.04
1250,PATRAI,GREECE,38.42,21.73,0.97,1.34,2.65,0.18,0.54,1.83
1252,MALAKAL-B,PALAU,7.33,134.47,0.2,0.6,2.22,0.22,0.6,2.22
1253,RIKITEA,FRENCH POLYNESIA,-23.12,-134.97,0.21,0.54,2.05,0.24,0.55,2.06
1255,STEVESTON,CANADA,49.12,-123.18,0.1,0.4,1.77,0.15,0.44,1.81
1263,OMAEZAKI_II,JAPAN,34.61,138.22,0.83,1.22,2.83,0.25,0.63,2.25
1264,OGA,JAPAN,39.94,139.71,0.04,0.39,1.99,0.27,0.61,2.21
1265,AKUNE,JAPAN,32.02,130.19,0.14,0.52,2.1,0.26,0.63,2.22
1266,HACHINOHE_II,JAPAN,40.53,141.53,0.23,0.63,2.29,0.21,0.59,2.26
1267,HONNINGSVAG,NORWAY,70.98,25.97,-0.11,0.43,1.56,-0.02,0.52,1.64
1268,BOOBY_ISLAND,AUSTRALIA,-10.6,141.91,0.0,0.35,1.91,0.25,0.59,2.15
1269,CHARLESTON_II,UNITED STATES,43.34,-124.32,0.12,0.43,1.88,0.21,0.52,1.97
1270,HALDIA,INDIA,22.03,88.1,0.24,0.62,2.05,0.18,0.51,1.94
1271,USHUAIA_II,ARGENTINA,-54.82,-68.22,-0.06,0.25,1.3,0.14,0.42,1.46
1272,EASTER_ISLAND-E,CHILE,-27.15,-109.47,0.14,0.48,1.93,0.23,0.54,2.0
1274,CALLAO_2,PERU,-12.05,-77.15,0.13,0.47,1.92,0.24,0.57,2.02
1275,JURONG,SINGAPORE,1.3,103.72,0.02,0.46,2.02,0.25,0.59,2.12
1293,OITA_II,JAPAN,33.27,131.69,0.17,0.54,2.11,0.26,0.62,2.2
1294,LE_CONQUET,FRANCE,48.36,-4.78,0.16,0.55,1.84,0.17,0.55,1.84
1295,CAMBRIDGE_II,UNITED STATES,38.57,-76.07,0.46,0.85,2.25,0.27,0.66,2.06
1296,URAKAWA_II,JAPAN,42.17,142.77,-0.2,0.17,1.78,0.23,0.57,2.19
1297,CABO_DE_SAN_ANTONIO,CUBA,21.9,-84.9,0.45,0.8,2.29,0.27,0.61,2.1
1299,NORTH_SYDNEY,CANADA,46.22,-60.25,0.38,0.87,2.26,0.18,0.67,2.06
1300,INCE_POINT,AUSTRALIA,-10.51,142.31,0.0,0.34,1.91,0.25,0.59,2.15
1301,CONCARNEAU,FRANCE,47.87,-3.91,0.15,0.53,1.82,0.17,0.55,1.84
1306,HAGI,JAPAN,34.43,131.42,0.21,0.61,2.19,0.27,0.61,2.19
1318,KARIYA,JAPAN,33.47,129.85,0.18,0.55,2.12,0.26,0.61,2.19
1320,KURE_I,JAPAN,33.33,133.24,-0.15,0.24,1.83,0.25,0.63,2.21
1321,ARGENTIA,CANADA,47.3,-53.98,0.2,0.7,2.07,0.17,0.66,2.04
1322,SEPT-ILES,CANADA,50.2,-66.4,-0.1,0.39,1.72,0.16,0.64,1.96
1323,CAMPBELL_RIVER,CANADA,50.02,-125.23,-0.24,0.04,1.4,0.09,0.37,1.74
1324,POHANG,"KOREA, REPUBLIC OF",36.05,129.38,0.42,0.8,2.35,0.26,0.59,2.14
1325,PORT_TOWNSEND,UNITED STATES,48.11,-122.76,0.17,0.46,1.84,0.18,0.47,1.85
1328,CAPE_LAMBERT,AUSTRALIA,-20.59,117.19,0.21,0.58,2.08,0.22,0.58,2.08
1329,KANTON_ISLAND-B,KIRIBATI,-2.82,-171.72,0.19,0.56,2.17,0.24,0.6,2.22
1343,ITO_II,JAPAN,34.9,139.13,-1.26,-0.87,0.75,0.25,0.63,2.25
1344,OGI,JAPAN,37.81,138.28,0.12,0.46,2.06,0.28,0.61,2.21
1345,SOMA,JAPAN,37.83,140.96,0.6,1.01,2.66,0.22,0.61,2.26
1346,KAMAISI_II,JAPAN,39.27,141.89,0.9,1.34,3.04,0.18,0.61,2.31
1347,ROSCOFF,FRANCE,48.72,-3.97,0.13,0.52,1.8,0.16,0.55,1.83
1349,LOWER_ESCUMINAC,CANADA,47.08,-64.88,0.3,0.78,2.16,0.18,0.66,2.04
1350,NIKISKI,UNITED STATES,60.68,-151.4,-1.44,-1.02,0.21,-0.27,0.12,1.35
1351,RAFFLES_LIGHT_HOUSE,SINGAPORE,1.17,103.75,0.11,0.5,2.04,0.25,0.59,2.12
1352,MONTEREY,UNITED STATES,36.6,-121.89,0.17,0.47,1.97,0.2,0.5,2.0
1353,VALDEZ,UNITED STATES,61.12,-146.36,-0.56,-0.2,1.04,-0.11,0.24,1.48
1354,TOKE_POINT,UNITED STATES,46.71,-123.97,0.05,0.35,1.76,0.2,0.5,1.91
1355,CABO_SAN_LUCAS,MEXICO,22.88,-109.9,0.23,0.56,2.08,0.26,0.56,2.09
1356,KAOHSIUNG_II,"TAIWAN, PROVINCE OF CHINA",22.53,120.32,0.05,0.56,2.12,0.24,0.61,2.14
1364,OFUNATO_II,JAPAN,39.02,141.75,0.53,0.97,2.66,0.19,0.61,2.3
1365,SOKCHO,"KOREA, REPUBLIC OF",38.21,128.59,0.18,0.55,2.1,0.26,0.59,2.13
1366,TSIM_BEI_TSUI,HONG KONG,22.49,114.01,0.08,0.48,1.97,0.24,0.59,2.07
1367,WHYALLA_III,AUSTRALIA,-33.01,137.59,0.15,0.46,1.81,0.23,0.53,1.88
1368,GOODS_ISLAND,AUSTRALIA,-10.56,142.15,0.0,0.35,1.91,0.25,0.59,2.15
1369,GANGRA,INDIA,21.95,88.02,0.14,0.54,1.98,0.18,0.51,1.94
1370,POHNPEI-B,"MICRONESIA, FEDERATED STATES OF",6.98,158.23,0.3,0.66,2.32,0.26,0.61,2.27
1371,CHRISTMAS_ISLAND_II,KIRIBATI,1.98,-157.48,0.2,0.59,2.24,0.23,0.6,2.25
1372,FRENCH_FRIGATE_SHOALS,UNITED STATES,23.87,-166.28,0.25,0.64,2.37,0.29,0.66,2.39
1373,HONIARA_II,SOLOMON ISLANDS,-9.43,159.95,0.09,0.55,2.17,0.15,0.6,2.22
1386,KUCHINOTSU,JAPAN,32.61,130.2,0.25,0.62,2.19,0.26,0.62,2.2
1387,MAIZURU_II,JAPAN,35.48,135.39,0.41,0.76,2.35,0.27,0.62,2.2
1388,OKINAWA,JAPAN,26.18,127.82,0.17,0.6,2.19,0.23,0.64,2.25
1389,TOYAMA,JAPAN,36.76,137.22,0.34,0.69,2.28,0.27,0.61,2.2
1390,MUROTOMISAKI,JAPAN,33.27,134.16,0.73,1.12,2.72,0.26,0.63,2.23
1391,CHICHIJIMA,JAPAN,27.08,142.18,0.32,0.73,2.41,0.26,0.65,2.33
1393,CHARLOTTE_AMALIE,"VIRGIN ISLANDS, U.S.",18.34,-64.92,0.27,0.62,2.11,0.27,0.61,2.1
1394,POINT_REYES,UNITED STATES,37.99,-122.98,0.24,0.54,2.03,0.21,0.52,2.01
1395,OKHA,INDIA,22.47,69.08,0.08,0.48,1.95,0.16,0.48,1.95
1397,PAPEETE-B,FRENCH POLYNESIA,-17.53,-149.57,0.22,0.57,2.12,0.25,0.57,2.12
1399,BYKOV_MYS,RUSSIAN FEDERATION,72.0,129.12,0.27,0.76,2.22,0.17,0.66,2.11
1403,TANGGU,CHINA,39.0,117.72,0.02,0.5,2.01,0.15,0.5,1.99
1404,SHIJIUSUO,CHINA,35.38,119.55,-0.01,0.46,1.99,0.21,0.56,2.06
1405,LIANYUNGANG,CHINA,34.75,119.45,0.13,0.6,2.13,0.22,0.56,2.07
1406,SHANWEI,CHINA,22.75,115.35,0.11,0.59,2.11,0.24,0.59,2.08
1408,BEIHAI,CHINA,21.48,109.08,0.07,0.54,2.03,0.24,0.58,2.04
1420,WALLAROO_II,AUSTRALIA,-33.93,137.62,0.2,0.51,1.86,0.23,0.53,1.89
1421,NY-ALESUND,SVALBARD AND JAN MAYEN,78.93,11.94,-1.48,-0.83,0.1,-1.08,-0.43,0.5
1422,NORTH_SOUND,CAYMAN ISLANDS,19.3,-81.32,0.31,0.68,2.19,0.26,0.61,2.12
1423,MANGALORE,INDIA,12.92,74.8,0.11,0.52,2.03,0.23,0.55,2.06
1426,SOUTH_SOUND,CAYMAN ISLANDS,19.27,-81.38,0.31,0.68,2.19,0.26,0.61,2.12
1428,HAIKOU,CHINA,20.02,110.28,0.21,0.69,2.21,0.23,0.58,2.06
1437,TAGO,JAPAN,34.81,138.76,0.49,0.88,2.49,0.25,0.63,2.24
1438,YAIZU,JAPAN,34.87,138.33,0.53,0.92,2.53,0.25,0.63,2.24
1440,KAMINATO_II,JAPAN,33.13,139.8,0.23,0.65,2.3,0.26,0.67,2.31
1441,KHALKIS_SOUTH,GREECE,38.46,23.59,-0.01,0.36,1.67,0.16,0.53,1.83
1442,HANASAKI_II,JAPAN,43.28,145.57,1.07,1.42,3.05,0.24,0.56,2.19
1444,SPRINGMAID_PIER,UNITED STATES,33.66,-78.92,0.36,0.72,2.15,0.27,0.62,2.05
1445,GADEOKDO,"KOREA, REPUBLIC OF",35.02,128.81,0.23,0.61,2.17,0.26,0.6,2.15
1446,TONGYEONG,"KOREA, REPUBLIC OF",34.83,128.43,0.14,0.52,2.08,0.26,0.59,2.15
1447,LIME_TREE_BAY,"VIRGIN ISLANDS, U.S.",17.69,-64.75,0.25,0.61,2.1,0.27,0.61,2.1
1448,KOSEROW,GERMANY,54.06,14.0,0.15,0.57,1.82,0.18,0.61,1.86
1449,QUINHON,VIET NAM,13.77,109.25,-0.01,0.43,1.94,0.21,0.58,2.09
1450,PENRHYN,COOK ISLANDS,-9.02,-158.07,0.21,0.59,2.17,0.24,0.6,2.18
1451,HIRON_POINT,BANGLADESH,21.78,89.47,0.19,0.64,2.11,0.18,0.52,1.97
1452,FUNAFUTI,TUVALU,-8.53,179.22,0.19,0.65,2.25,0.17,0.62,2.22
1454,KHEPUPARA,BANGLADESH,21.83,89.83,0.61,1.05,2.52,0.19,0.52,1.97
1455,ALMERIA,SPAIN,36.83,-2.48,0.12,0.49,1.81,0.23,0.57,1.88
1456,SINES,PORTUGAL,37.95,-8.88,0.27,0.64,1.98,0.23,0.58,1.92
1468,NICE,FRANCE,43.7,7.29,0.11,0.48,1.75,0.18,0.54,1.81
1469,PORT_VENDRES,FRANCE,42.52,3.11,0.17,0.55,1.83,0.19,0.55,1.83
1470,MONBETU_II,JAPAN,44.35,143.37,0.09,0.4,1.94,0.25,0.56,2.1
1471,PORT_DOUGLAS_2,AUSTRALIA,-16.48,145.47,0.24,0.57,2.11,0.26,0.58,2.12
1473,KAPINGAMARANGI,"MICRONESIA, FEDERATED STATES OF",1.1,154.78,0.2,0.6,2.22,0.23,0.61,2.23
1474,SAIPAN,NORTHERN MARIANA ISLANDS,15.23,145.75,0.16,0.6,2.22,0.22,0.64,2.26
1475,DANANG,VIET NAM,16.1,108.22,0.21,0.63,2.13,0.23,0.58,2.06
1476,COX'S_BAZAAR,BANGLADESH,21.45,91.83,0.01,0.46,1.94,0.19,0.52,1.98
1488,NAGOYA_II,JAPAN,35.09,136.88,-0.09,0.28,1.87,0.26,0.62,2.22
1489,HEUKSANDO,"KOREA, REPUBLIC OF",34.68,125.44,0.03,0.42,1.99,0.25,0.59,2.15
1490,ULLEUNG,"KOREA, REPUBLIC OF",37.49,130.91,0.24,0.65,2.23,0.27,0.62,2.19
1491,TOBERMORY,UNITED KINGDOM,56.62,-6.06,-0.07,0.39,1.58,0.07,0.53,1.72
1492,CAPE_FERGUSON,AUSTRALIA,-19.28,147.06,0.26,0.59,2.1,0.26,0.58,2.1
1493,MOOLOOLABA_2,AUSTRALIA,-26.68,153.13,0.2,0.53,2.01,0.25,0.58,2.06
1495,VUNGTAU,VIET NAM,10.33,107.07,0.17,0.6,2.12,0.23,0.58,2.09
1496,CHARCHANGA,BANGLADESH,22.22,91.05,0.21,0.66,2.13,0.19,0.52,1.97
1501,POINTE_DES_GALETS,RÉUNION,-20.93,55.29,0.18,0.56,2.11,0.23,0.59,2.13
1505,WHITBY,UNITED KINGDOM,54.49,-0.61,0.19,0.66,1.9,0.11,0.58,1.82
1506,PORT_STANVAC,AUSTRALIA,-35.11,138.47,0.27,0.58,1.92,0.23,0.53,1.88
1513,LAOHUTAN,CHINA,38.87,121.68,0.19,0.55,2.06,0.22,0.56,2.08
1522,NASE_III,JAPAN,28.5,129.5,0.2,0.61,2.23,0.25,0.65,2.26
1523,MAIZURU_III,JAPAN,35.45,135.32,0.36,0.73,2.32,0.27,0.62,2.2
1524,CUTLER_II,UNITED STATES,44.64,-67.3,0.28,0.74,2.14,0.21,0.67,2.06
1526,LEITH_II,UNITED KINGDOM,55.99,-3.18,0.0,0.47,1.68,0.09,0.56,1.77
1527,GUNSAN,"KOREA, REPUBLIC OF",35.98,126.56,0.16,0.56,2.11,0.25,0.59,2.13
1544,CHOSHI-GYOKO,JAPAN,35.74,140.86,0.25,0.65,2.29,0.24,0.62,2.27
1545,TOKYO_III,JAPAN,35.65,139.77,0.06,0.45,2.07,0.25,0.62,2.25
1546,GEOMUNDO,"KOREA, REPUBLIC OF",34.03,127.31,0.3,0.7,2.27,0.26,0.59,2.16
1547,PORTLAND,AUSTRALIA,-38.34,141.61,0.22,0.54,1.88,0.22,0.53,1.87
1548,NEWHAVEN,UNITED KINGDOM,50.78,0.06,0.14,0.58,1.85,0.13,0.57,1.83
1549,KING_BAY,AUSTRALIA,-20.62,116.75,0.21,0.58,2.08,0.22,0.58,2.08
1550,PORT_GILES,AUSTRALIA,-35.02,137.77,0.26,0.57,1.92,0.23,0.53,1.89
